0.7740537,0.22594632
0.15987574,0.84012425
0.62348205,0.37651795
0.033107,0.966893
0.7955109,0.20448911
0.09672037,0.9032796
0.5720203,0.42797965
0.31228262,0.68771744
0.17050499,0.82949495
0.098884255,0.9011157
0.24979194,0.7502081
0.12028285,0.8797172
0.16151538,0.83848464
0.719692,0.280308
0.9998946,0.00010541077
0.26578483,0.73421514
0.35621688,0.6437831
1.0,8.8935836e-10
0.9788199,0.021180095
0.6424876,0.3575125
0.3731388,0.6268612
0.49379408,0.5062059
0.4489854,0.5510146
0.5407702,0.45922983
0.37739322,0.6226068
0.26493213,0.7350679
0.99962306,0.00037688983
0.31126985,0.6887302
0.10361002,0.89638996
0.0052630855,0.99473685
0.19959211,0.80040795
0.3051932,0.6948069
0.24418114,0.75581884
0.24999441,0.7500056
0.29722983,0.7027702
0.08136646,0.9186336
0.012023754,0.98797625
0.41665557,0.5833444
0.8157569,0.18424307
0.12952253,0.8704775
0.19661856,0.8033814
0.18336825,0.81663173
0.099610366,0.9003897
0.24496962,0.7550304
0.48815462,0.5118454
0.13992326,0.8600767
0.067789555,0.9322105
0.16679862,0.83320135
0.42784896,0.572151
0.23366861,0.7663314
0.5202318,0.47976822
0.28578767,0.7142123
0.82939523,0.17060477
0.022077285,0.9779227
0.5117422,0.48825786
0.08389611,0.91610396
0.112039566,0.8879604
0.1829118,0.8170882
0.31066376,0.6893362
0.3689695,0.6310305
0.9053709,0.09462916
0.88141423,0.11858578
0.94773155,0.05226846
0.3425039,0.65749615
0.4954143,0.50458574
0.72507894,0.2749211
0.20901594,0.7909841
0.42734057,0.57265943
0.46525723,0.5347428
0.99958605,0.00041400423
1.1596147e-05,0.99998844
0.9938857,0.006114335
0.9482723,0.051727787
0.9871027,0.0128973415
0.5793223,0.42067772
0.6766689,0.3233311
0.36527058,0.6347294
0.49394798,0.506052
0.33873025,0.6612698
0.3490195,0.65098053
0.47478664,0.5252134
0.32699037,0.67300963
0.44912365,0.5508763
0.0015006635,0.9984994
0.10314851,0.8968515
0.042053163,0.95794684
0.28963068,0.71036935
0.7801076,0.2198924
0.13060705,0.86939293
0.07136162,0.9286384
0.29480422,0.7051957
0.5327467,0.46725336
0.21291721,0.7870828
0.1939401,0.8060599
0.40892226,0.5910777
0.117052905,0.882947
0.50326884,0.49673113
0.49128312,0.5087168
0.7513013,0.24869868
0.26738358,0.7326165
0.08020013,0.91979986
0.38557014,0.61442983
0.2254553,0.7745447
0.98932344,0.0106765535
0.29834217,0.7016578
0.29292753,0.7070724
0.18805611,0.8119439
0.4379412,0.5620588
0.16405527,0.8359447
0.40367872,0.5963213
0.68833333,0.3116667
0.119667016,0.88033295
0.018281788,0.9817182
0.3588266,0.64117336
0.020037128,0.97996294
0.8674371,0.13256282
0.99945897,0.0005410717
0.809759,0.19024101
0.9587533,0.041246735
0.92286384,0.0771362
0.80642664,0.19357336
0.5642471,0.43575287
0.9764325,0.02356753
0.9956839,0.004316112
0.37608215,0.6239179
0.9457497,0.054250255
0.715366,0.28463402
0.7319526,0.2680474
0.633212,0.36678803
0.7723536,0.2276464
0.61127067,0.38872933
0.9162354,0.08376453
0.0009474616,0.9990526
0.9465769,0.053423148
0.18318132,0.8168186
0.6741873,0.32581273
0.06572222,0.9342778
0.08644747,0.91355246
0.15961783,0.84038216
0.40522277,0.5947772
0.20540783,0.79459214
0.30525744,0.69474256
0.4336391,0.56636083
0.23525755,0.76474243
0.012223702,0.9877763
0.95956683,0.040433235
0.99993074,6.925115e-05
0.898168,0.10183203
0.17413895,0.825861
0.44202876,0.5579712
0.030101383,0.96989864
0.6152814,0.3847185
0.21288368,0.78711635
0.11813969,0.8818603
0.21238421,0.78761584
0.6649348,0.33506522
0.32136333,0.67863667
0.3526355,0.64736456
0.23830116,0.7616988
0.3203703,0.6796297
0.926765,0.073235035
0.9890109,0.010989134
0.30091974,0.6990803
0.27664214,0.7233579
0.11637496,0.8836251
0.23176639,0.7682336
0.95255935,0.0474407
0.18795922,0.8120408
0.06581221,0.93418777
0.30504185,0.69495815
0.48139006,0.51860994
0.025651863,0.97434807
0.85544384,0.14455615
0.15802442,0.8419756
0.7447356,0.25526437
0.98142,0.018579997
0.96356267,0.036437348
0.8427015,0.15729854
0.79796094,0.20203906
0.96267784,0.037322138
